1628239497118903981,353331.47283081437,4026655.9634297513
1628239497197090613,353331.1687886762,4026656.265027301
1628239497329193037,353330.68506728753,4026656.751980318
1628239497401267893,353330.4235345854,4026657.015870616
1628239497527243921,353329.93335084757,4026657.5183140887
1628239497599230933,353329.66990102,4026657.786570404
1628239497725515563,353329.16305328463,4026658.288380484
1628239497803411066,353328.8969661057,4026658.559916366
1628239497929537127,353328.37695583596,4026659.0712267556
1628239498001522676,353328.10755867173,4026659.3470912003
1628239498133550992,353327.60509304306,4026659.8594474196
1628239498199795091,353327.3386216022,4026660.1483850484
1628239498325753494,353326.87512539444,4026660.6286481977
1628239498403831230,353326.56584530545,4026660.9509036466
1628239498523885302,353326.09141371545,4026661.4356855033
1628239498602067601,353325.78010655986,4026661.7598674055
1628239498722146006,353325.3046945735,4026662.2428348367
1628239498806103609,353324.99238865083,4026662.5679492154
1628239498932235779,353324.4806682179,4026663.1056700763
1628239499004222229,353324.20709920104,4026663.394422789
1628239499142326036,353323.6982947136,4026663.9311177656
1628239499196462520,353323.46690005856,4026664.1833285387
1628239499334498549,353322.91917480004,4026664.7651164914
1628239499400500511,353322.684019857,4026665.0155598763
1628239499526510759,353322.1683405801,4026665.562076021
1628239499598352642,353321.8939230635,4026665.8572519347
1628239499736620809,353321.33709038387,4026666.44743401
1628239499808509104,353321.06127149204,4026666.7447699285
1628239499928514103,353320.57801564166,4026667.257350709
1628239500060078625,353320.0633977084,4026667.813370604
1628239500125812901,353319.78556544706,4026668.1128769047
1628239500197337842,353319.4993616672,4026668.4164922675
1628239500334190073,353318.9797102541,4026668.9739402374
1628239500465551228,353318.4164901133,4026669.5841283146
1628239500525160373,353318.1753935028,4026669.842729148
1628239500602470461,353317.89309791545,4026670.144447331
1628239500727704575,353317.36494694155,4026670.7027107
1628239500852919724,353316.8367025431,4026671.263111935
1628239500936237061,353316.50143160415,4026671.6203540475
1628239501055536864,353316.01172372093,4026672.141345209
1628239501127160252,353315.7260510453,4026672.445562077
1628239501264409691,353315.14248830406,4026673.0499301874
1628239501335942410,353314.85574091424,4026673.353860103
1628239501467196356,353314.31380558445,4026673.9270056332
1628239501532978986,353314.0263050733,4026674.2330845813
1628239501658003388,353313.53391204064,4026674.7577835056
1628239501735673857,353313.19113450765,4026675.105997488
1628239501861199792,353312.6575754307,4026675.670456313
1628239501920706573,353312.40362089494,4026675.932876127
1628239502057708779,353311.8711620385,4026676.4973163777
1628239502117894404,353311.5845120327,4026676.800451303
1628239502260831700,353310.9987402308,4026677.4115100205
1628239502320522886,353310.7553674,4026677.6685626926
1628239502451960674,353310.2134068223,4026678.232187358
1628239502529477675,353309.8965989157,4026678.565618393
1628239502660778661,353309.3722941611,4026679.1125255697
1628239502720477766,353309.1412526915,4026679.3556974996
1628239502851760621,353308.64826766413,4026679.8755849306
1628239502929549201,353308.32821351266,4026680.202234988
1628239503054718474,353307.8833590619,4026680.6680233474
1628239503120534264,353307.62741736625,4026680.935726038
1628239503246198933,353307.1502262219,4026681.433678461
1628239503317727292,353306.9024173507,4026681.694773686
1628239503449158595,353306.43055865326,4026682.1733485674
1628239503520604413,353306.1883815897,4026682.4253151687
1628239503652117991,353305.74499288027,4026682.8847311144
1628239503729651559,353305.4695870972,4026683.164726439
1628239503849361046,353305.0751311601,4026683.5769877783
1628239503920899803,353304.8372065994,4026683.8104496207
1628239504040410574,353304.4513965801,4026684.2104184893
1628239504124275481,353304.16509301425,4026684.5054300646
1628239504249490614,353303.78989945276,4026684.889471986
1628239504315459675,353303.5751994954,4026685.110943842
1628239504446828897,353303.164359901,4026685.5115807094
1628239504530333972,353302.92600812245,4026685.756524564
1628239504656080096,353302.53857592447,4026686.1464500935
1628239504715846896,353302.3641842378,4026686.32463653
1628239504847305354,353301.9892283518,4026686.7058668677
1628239504925135606,353301.7609664238,4026686.9375172323
1628239505056397597,353301.39681221126,4026687.3110573073
1628239505176110483,353301.06411451194,4026687.637616564
1628239505247856515,353300.8762348109,4026687.8293372076
1628239505379268585,353300.5378966749,4026688.1787583306
1628239505445091134,353300.33433123503,4026688.372880831
1628239505588424507,353299.9621898489,4026688.7432602807
1628239505648224374,353299.80232209095,4026688.9045991264
1628239505779882285,353299.4601564215,4026689.2518267804
1628239505845984556,353299.2726659742,4026689.4429915505
1628239505977158940,353298.9138561747,4026689.788731014
1628239506036976944,353298.7516177789,4026689.9553590976
1628239506174637425,353298.3755710655,4026690.3135975967
1628239506246433564,353298.18947753124,4026690.49839102
1628239506383756861,353297.84064630227,4026690.8434122493
1628239506437871861,353297.6788269813,4026691.0177237648
1628239506575440952,353297.2978986984,4026691.406074567
1628239506652928086,353297.1057952673,4026691.5929229236
1628239506778681508,353296.7401235172,4026691.9615450157
1628239506838493319,353296.5691727653,4026692.1361942794
1628239506982060063,353296.181769493,4026692.524837882
1628239507053952113,353295.94570084487,4026692.7654097537
1628239507179490131,353295.58810947574,4026693.131758825
1628239507239335769,353295.40826863365,4026693.316324369
1628239507376959338,353294.9832499121,4026693.7547387504
1628239507448639694,353294.7690301911,4026693.970221212
1628239507574557077,353294.3633644522,4026694.390363414
1628239507634383145,353294.1730982442,4026694.5867023123
1628239507777847592,353293.707525913,4026695.0504618995
1628239507837698106,353293.51279863005,4026695.252979929
1628239507975420425,353293.0411527006,4026695.726547086
1628239508035270049,353292.8410293744,4026695.932879685
1628239508173160083,353292.3703430181,4026696.4166236073
1628239508244675821,353292.1334624901,4026696.662397381
1628239508370353910,353291.7237548048,4026697.0888338117
1628239508442175534,353291.46391219157,4026697.3423817544
1628239508579836111,353290.9776836387,4026697.847934563
1628239508645707956,353290.7170078987,4026698.1086988566
1628239508777338782,353290.26035742986,4026698.5845757634
1628239508837216104,353290.0489913432,4026698.8042215016
1628239508980736675,353289.53155780956,4026699.3316653227
1628239509046848729,353289.2828212007,4026699.592227495
1628239509178422342,353288.8096247847,4026700.08388775
1628239509238298631,353288.59626134497,4026700.309060567
1628239509381845888,353288.0973749475,4026700.834481414
1628239509447944605,353287.8351823377,4026701.0996050322
1628239509579547050,353287.3727514503,4026701.5874819644
1628239509705297565,353286.89828955755,4026702.0807506945
1628239509771006356,353286.6865524942,4026702.3058960238
1628239509902738388,353286.2090635234,4026702.8017185214
1628239509968789985,353285.96097151976,4026703.064406137
1628239510112295475,353285.46419372177,4026703.5894862674
1628239510172209465,353285.2444987638,4026703.8207479
1628239510309906935,353284.7503265966,4026704.346089132
1628239510369821058,353284.53885910264,4026704.5698871687
1628239510519640217,353283.9919056825,4026705.124870093
1628239510579524384,353283.7796863845,4026705.3481925954
1628239510699296998,353283.34703926375,4026705.7890561516
1628239510771150834,353283.10607648396,4026706.0434443383
1628239510920846586,353282.57237326435,4026706.5938694417
1628239510968874917,353282.39431820763,4026706.778893331
1628239511100518519,353281.923320978,4026707.270028477
1628239511173420747,353281.68120498623,4026707.528952882
1628239511311296420,353281.16416242154,4026708.0765934787
1628239511377060223,353280.9436804419,4026708.31018792
1628239511502967534,353280.476339728,4026708.787406113
